class_desc,domain_desc,asd_desc,domaincat_desc,short_desc,watershed_desc,state_name,state_fips_code,Value,group_desc,unit_desc,prodn_practice_desc,state_ansi,freq_desc,load_time,county_ansi,statisticcat_desc,commodity_desc,agg_level_desc,end_code,county_name,zip_5,state_alpha,util_practice_desc,reference_period_desc,source_desc,location_desc,week_ending,year,country_code,county_code,CV (%),congr_district_code,region_desc,asd_code,begin_code,watershed_code,country_name,sector_desc
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.56,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2019,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.6,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2019,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.61,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2019,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.53,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2019,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.63,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2019,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.98,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2019,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,4.16,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2019,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.93,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2019,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.8,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2019,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.85,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2019,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.68,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2019,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.71,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-11-30 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2019,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.61,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2024-02-16 15:00:00.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2018,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.47,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2018,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.29,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2018,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.38,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2018,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.51,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2018,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.58,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2018,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.68,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2018,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.58,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2018,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.47,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-11-30 15:04:12.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2018,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.36,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-11-30 15:04:12.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2018,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.4,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2018,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.42,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2018,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.41,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2018,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.54,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2021-09-30 15:01:42.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2018,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.36,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2017,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.36,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2017,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.4,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2017,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.44,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2017,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.49,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2017,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.43,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2017,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.45,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2017,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.43,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2017,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.49,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-11-27 15:09:50.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2017,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.27,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-11-27 15:09:50.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2017,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.27,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2017,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.26,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2017,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.15,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2017,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.23,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2020-09-30 15:08:13.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2017,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.36,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2016,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.48,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2016,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.66,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2016,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.58,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2016,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.56,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2016,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.56,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2016,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.68,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2016,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.82,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-09-27 15:06:18.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2016,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.6,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-11-29 15:01:10.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2016,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.21,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2018-11-29 15:01:10.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2016,9000,,,,,,08,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.22,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,09,,,US,GRAIN,SEP,SURVEY,US TOTAL,,2016,9000,,,,,,09,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.29,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,10,,,US,GRAIN,OCT,SURVEY,US TOTAL,,2016,9000,,,,,,10,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.24,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,11,,,US,GRAIN,NOV,SURVEY,US TOTAL,,2016,9000,,,,,,11,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.32,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2019-09-27 15:12:29.000,,PRICE RECEIVED,CORN,NATIONAL,12,,,US,GRAIN,DEC,SURVEY,US TOTAL,,2016,9000,,,,,,12,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.61,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2019-04-05 15:00:25.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,MARKETING YEAR,SURVEY,US TOTAL,,2015,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.71,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,ANNUAL,2022-07-29 15:01:54.000,,PRICE RECEIVED,CORN,NATIONAL,00,,,US,GRAIN,YEAR,SURVEY,US TOTAL,,2015,9000,,,,,,00,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.82,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,01,,,US,GRAIN,JAN,SURVEY,US TOTAL,,2015,9000,,,,,,01,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.79,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,02,,,US,GRAIN,FEB,SURVEY,US TOTAL,,2015,9000,,,,,,02,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.81,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,03,,,US,GRAIN,MAR,SURVEY,US TOTAL,,2015,9000,,,,,,03,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.75,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,04,,,US,GRAIN,APR,SURVEY,US TOTAL,,2015,9000,,,,,,04,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.64,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,05,,,US,GRAIN,MAY,SURVEY,US TOTAL,,2015,9000,,,,,,05,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.59,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-09-28 15:08:15.000,,PRICE RECEIVED,CORN,NATIONAL,06,,,US,GRAIN,JUN,SURVEY,US TOTAL,,2015,9000,,,,,,06,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.8,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-11-30 15:00:27.000,,PRICE RECEIVED,CORN,NATIONAL,07,,,US,GRAIN,JUL,SURVEY,US TOTAL,,2015,9000,,,,,,07,00000000,UNITED STATES,CROPS
ALL CLASSES,TOTAL,,NOT SPECIFIED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",,US TOTAL,99,3.68,FIELD CROPS,$ / BU,ALL PRODUCTION PRACTICES,,MONTHLY,2017-11-30 15:00:27.000,,PRICE RECEIVED,CORN,NATIONAL,08,,,US,GRAIN,AUG,SURVEY,US TOTAL,,2015,9000,,,,,,08,00000000,UNITED STATES,CROPS
